Entity,Code,Day,total_vaccinations
Sao Tome and Principe,STP,2021-06-24,24908
Sao Tome and Principe,STP,2021-06-28,27986
Sao Tome and Principe,STP,2021-07-05,33996
Sao Tome and Principe,STP,2021-07-12,37716
Sao Tome and Principe,STP,2021-07-19,41436
Sao Tome and Principe,STP,2021-07-24,43942
Sao Tome and Principe,STP,2021-07-26,43960
Sao Tome and Principe,STP,2021-08-03,43978
Sao Tome and Principe,STP,2021-08-16,43987
Saudi Arabia,SAU,2021-01-06,137862
Saudi Arabia,SAU,2021-01-09,178338
Saudi Arabia,SAU,2021-01-16,295530
Saudi Arabia,SAU,2021-01-23,391643
Saudi Arabia,SAU,2021-01-30,440618
Saudi Arabia,SAU,2021-02-10,444465
Saudi Arabia,SAU,2021-02-13,446940
Saudi Arabia,SAU,2021-02-15,462812
Saudi Arabia,SAU,2021-02-17,501710
Saudi Arabia,SAU,2021-02-22,600798
Saudi Arabia,SAU,2021-02-24,639587
Saudi Arabia,SAU,2021-02-27,780667
Saudi Arabia,SAU,2021-03-01,885411
Saudi Arabia,SAU,2021-03-02,1003287
Saudi Arabia,SAU,2021-03-04,1182943
Saudi Arabia,SAU,2021-03-05,1264878
Saudi Arabia,SAU,2021-03-07,1332740
Saudi Arabia,SAU,2021-03-08,1484935
Saudi Arabia,SAU,2021-03-09,1585770
Saudi Arabia,SAU,2021-03-10,1685881
Saudi Arabia,SAU,2021-03-11,1823819
Saudi Arabia,SAU,2021-03-12,1938934
Saudi Arabia,SAU,2021-03-13,2082780
Saudi Arabia,SAU,2021-03-14,2232110
Saudi Arabia,SAU,2021-03-15,2394182
Saudi Arabia,SAU,2021-03-16,2457425
Saudi Arabia,SAU,2021-03-17,2580949
Saudi Arabia,SAU,2021-03-18,2695966
Saudi Arabia,SAU,2021-03-19,2922436
Saudi Arabia,SAU,2021-03-20,3006419
Saudi Arabia,SAU,2021-03-21,3194715
Saudi Arabia,SAU,2021-03-22,3343287
Saudi Arabia,SAU,2021-03-23,3505695
Saudi Arabia,SAU,2021-03-24,3655546
Saudi Arabia,SAU,2021-03-25,3810698
Saudi Arabia,SAU,2021-03-26,3895858
Saudi Arabia,SAU,2021-03-27,4003477
Saudi Arabia,SAU,2021-03-28,4132630
Saudi Arabia,SAU,2021-03-29,4250055
Saudi Arabia,SAU,2021-03-30,4326576
Saudi Arabia,SAU,2021-03-31,4432572
Saudi Arabia,SAU,2021-04-01,4584006
Saudi Arabia,SAU,2021-04-02,4729235
Saudi Arabia,SAU,2021-04-03,4877442
Saudi Arabia,SAU,2021-04-04,5000120
Saudi Arabia,SAU,2021-04-05,5118039
Saudi Arabia,SAU,2021-04-06,5345625
Saudi Arabia,SAU,2021-04-07,5578229
Saudi Arabia,SAU,2021-04-08,5846745
Saudi Arabia,SAU,2021-04-09,5989026
Saudi Arabia,SAU,2021-04-10,6132124
Saudi Arabia,SAU,2021-04-11,6287432
Saudi Arabia,SAU,2021-04-12,6411162
Saudi Arabia,SAU,2021-04-13,6527823
Saudi Arabia,SAU,2021-04-14,6584000
Saudi Arabia,SAU,2021-04-15,6723186
Saudi Arabia,SAU,2021-04-16,6831440
Saudi Arabia,SAU,2021-04-17,6992242
Saudi Arabia,SAU,2021-04-18,7190402
Saudi Arabia,SAU,2021-04-19,7325016
Saudi Arabia,SAU,2021-04-20,7459261
Saudi Arabia,SAU,2021-04-21,7653634
Saudi Arabia,SAU,2021-04-22,7809612
Saudi Arabia,SAU,2021-04-23,7944950
Saudi Arabia,SAU,2021-04-24,8059757
Saudi Arabia,SAU,2021-04-25,8263836
Saudi Arabia,SAU,2021-04-26,8488862
Saudi Arabia,SAU,2021-04-27,8693407
Saudi Arabia,SAU,2021-04-28,8880219
Saudi Arabia,SAU,2021-04-29,9032921
Saudi Arabia,SAU,2021-04-30,9343991
Saudi Arabia,SAU,2021-05-01,9488912
Saudi Arabia,SAU,2021-05-02,9655519
Saudi Arabia,SAU,2021-05-03,9772409
Saudi Arabia,SAU,2021-05-04,9838285
Saudi Arabia,SAU,2021-05-05,9949971
Saudi Arabia,SAU,2021-05-06,10110907
Saudi Arabia,SAU,2021-05-07,10271299
Saudi Arabia,SAU,2021-05-08,10441854
Saudi Arabia,SAU,2021-05-09,10629320
Saudi Arabia,SAU,2021-05-10,10758710
Saudi Arabia,SAU,2021-05-11,10960820
Saudi Arabia,SAU,2021-05-12,11098788
Saudi Arabia,SAU,2021-05-13,11195164
Saudi Arabia,SAU,2021-05-14,11312391
Saudi Arabia,SAU,2021-05-15,11489358
Saudi Arabia,SAU,2021-05-16,11668767
Saudi Arabia,SAU,2021-05-17,11828549
Saudi Arabia,SAU,2021-05-18,12020008
Saudi Arabia,SAU,2021-05-19,12225726
Saudi Arabia,SAU,2021-05-20,12436389
Saudi Arabia,SAU,2021-05-21,12616680
Saudi Arabia,SAU,2021-05-22,12791781
Saudi Arabia,SAU,2021-05-23,12882532
Saudi Arabia,SAU,2021-05-24,13013462
Saudi Arabia,SAU,2021-05-25,13183309
Saudi Arabia,SAU,2021-05-26,13401177
Saudi Arabia,SAU,2021-05-27,13583574
Saudi Arabia,SAU,2021-05-28,13723119
Saudi Arabia,SAU,2021-05-29,13828247
Saudi Arabia,SAU,2021-05-30,14043763
Saudi Arabia,SAU,2021-05-31,14208292
Saudi Arabia,SAU,2021-06-01,14331774
Saudi Arabia,SAU,2021-06-02,14512466
Saudi Arabia,SAU,2021-06-03,14629297
Saudi Arabia,SAU,2021-06-04,14731457
Saudi Arabia,SAU,2021-06-05,14843196
Saudi Arabia,SAU,2021-06-06,14977476
Saudi Arabia,SAU,2021-06-07,15099896
Saudi Arabia,SAU,2021-06-08,15221683
Saudi Arabia,SAU,2021-06-09,15361514
Saudi Arabia,SAU,2021-06-10,15495105
Saudi Arabia,SAU,2021-06-11,15605844
Saudi Arabia,SAU,2021-06-12,15706724
Saudi Arabia,SAU,2021-06-13,15836419
Saudi Arabia,SAU,2021-06-14,15984268
Saudi Arabia,SAU,2021-06-15,16109908
Saudi Arabia,SAU,2021-06-16,16227887
Saudi Arabia,SAU,2021-06-17,16362898
Saudi Arabia,SAU,2021-06-18,16457176
Saudi Arabia,SAU,2021-06-19,16548174
Saudi Arabia,SAU,2021-06-20,16649095
Saudi Arabia,SAU,2021-06-21,16735649
Saudi Arabia,SAU,2021-06-22,16847375
Saudi Arabia,SAU,2021-06-23,16933104
Saudi Arabia,SAU,2021-06-24,17035094
Saudi Arabia,SAU,2021-06-25,17108638
Saudi Arabia,SAU,2021-06-26,17217116
Saudi Arabia,SAU,2021-06-27,17339253
Saudi Arabia,SAU,2021-06-28,17487842
Saudi Arabia,SAU,2021-06-29,17671943
Saudi Arabia,SAU,2021-06-30,17880870
Saudi Arabia,SAU,2021-07-01,18019069
Saudi Arabia,SAU,2021-07-02,18198743
Saudi Arabia,SAU,2021-07-03,18320428
Saudi Arabia,SAU,2021-07-04,18460462
Saudi Arabia,SAU,2021-07-05,18699493
Saudi Arabia,SAU,2021-07-06,18892398
Saudi Arabia,SAU,2021-07-07,19064998
Saudi Arabia,SAU,2021-07-08,19262679
Saudi Arabia,SAU,2021-07-09,19396996
Saudi Arabia,SAU,2021-07-10,19586965
Saudi Arabia,SAU,2021-07-11,19825792
Saudi Arabia,SAU,2021-07-12,20227729
Saudi Arabia,SAU,2021-07-13,20597120
Saudi Arabia,SAU,2021-07-14,21094827
Saudi Arabia,SAU,2021-07-15,21556314
Saudi Arabia,SAU,2021-07-16,21930093
Saudi Arabia,SAU,2021-07-17,22263079
Saudi Arabia,SAU,2021-07-18,22646489
Saudi Arabia,SAU,2021-07-19,22870428
Saudi Arabia,SAU,2021-07-20,23079604
Saudi Arabia,SAU,2021-07-21,23384311
Saudi Arabia,SAU,2021-07-22,23725741
Saudi Arabia,SAU,2021-07-23,24008547
Saudi Arabia,SAU,2021-07-24,24314234
Saudi Arabia,SAU,2021-07-25,24688885
Saudi Arabia,SAU,2021-07-26,25061477
Saudi Arabia,SAU,2021-07-27,25464480
Saudi Arabia,SAU,2021-07-28,25872997
Saudi Arabia,SAU,2021-07-29,26275904
Saudi Arabia,SAU,2021-07-30,26567950
Saudi Arabia,SAU,2021-07-31,26867756
Saudi Arabia,SAU,2021-08-01,27322817
Saudi Arabia,SAU,2021-08-02,27810488
Saudi Arabia,SAU,2021-08-03,28259181
Saudi Arabia,SAU,2021-08-04,28583042
Saudi Arabia,SAU,2021-08-05,29094173
Saudi Arabia,SAU,2021-08-06,29322286
Saudi Arabia,SAU,2021-08-07,29601733
Saudi Arabia,SAU,2021-08-08,29951707
Saudi Arabia,SAU,2021-08-09,30221244
Saudi Arabia,SAU,2021-08-10,30544436
Saudi Arabia,SAU,2021-08-11,30901898
Saudi Arabia,SAU,2021-08-12,31278114
Saudi Arabia,SAU,2021-08-13,31452285
Saudi Arabia,SAU,2021-08-14,31654206
Saudi Arabia,SAU,2021-08-15,31965789
Saudi Arabia,SAU,2021-08-16,32281173
Saudi Arabia,SAU,2021-08-17,32612078
Saudi Arabia,SAU,2021-08-18,32940547
Saudi Arabia,SAU,2021-08-19,33271819
Saudi Arabia,SAU,2021-08-20,33487478
Saudi Arabia,SAU,2021-08-21,33735074
Saudi Arabia,SAU,2021-08-22,34103119
Saudi Arabia,SAU,2021-08-23,34470366
Saudi Arabia,SAU,2021-08-24,34832319
Saudi Arabia,SAU,2021-08-25,35166050
Saudi Arabia,SAU,2021-08-26,35523978
Saudi Arabia,SAU,2021-08-27,35746665
Saudi Arabia,SAU,2021-08-28,36027089
Saudi Arabia,SAU,2021-08-29,36519290
Saudi Arabia,SAU,2021-08-30,36837337
Saudi Arabia,SAU,2021-08-31,37133188
Scotland,,2020-12-08,1907
Scotland,,2020-12-09,5753
Scotland,,2020-12-10,10695
Scotland,,2020-12-11,15965
Scotland,,2020-12-12,18097
Scotland,,2020-12-13,19210
Scotland,,2020-12-14,24905
Scotland,,2020-12-15,32266
Scotland,,2020-12-16,39429
Scotland,,2020-12-17,46507
Scotland,,2020-12-18,54961
Scotland,,2020-12-19,58314
Scotland,,2020-12-20,60853
Scotland,,2020-12-21,70406
Scotland,,2020-12-22,82189
Scotland,,2020-12-23,92314
Scotland,,2020-12-24,95126
Scotland,,2020-12-25,95142
Scotland,,2020-12-26,95145
Scotland,,2020-12-27,95616
Scotland,,2020-12-28,97351
Scotland,,2020-12-29,104957
Scotland,,2020-12-30,112654
Scotland,,2020-12-31,116868
Scotland,,2021-01-01,116908
Scotland,,2021-01-02,116918
Scotland,,2021-01-03,117268
Scotland,,2021-01-04,118878
Scotland,,2021-01-05,127502
Scotland,,2021-01-06,137429
Scotland,,2021-01-07,148331
Scotland,,2021-01-10,166135
Scotland,,2021-01-11,178799
Scotland,,2021-01-12,194955
Scotland,,2021-01-13,211397
Scotland,,2021-01-14,228171
Scotland,,2021-01-15,245436
Scotland,,2021-01-16,263797
Scotland,,2021-01-17,268689
Scotland,,2021-01-18,288468
Scotland,,2021-01-19,314079
Scotland,,2021-01-20,339337
Scotland,,2021-01-21,363143
Scotland,,2021-01-22,385855
Scotland,,2021-01-23,409421
Scotland,,2021-01-24,420940
Scotland,,2021-01-25,443960
Scotland,,2021-01-26,468688
Scotland,,2021-01-27,498441
Scotland,,2021-01-28,522950
Scotland,,2021-01-29,551008
Scotland,,2021-01-30,574063
Scotland,,2021-01-31,583746
Scotland,,2021-02-01,619123
Scotland,,2021-02-02,658020
Scotland,,2021-02-03,703378
Scotland,,2021-02-04,752041
Scotland,,2021-02-05,796759
Scotland,,2021-02-06,849848
Scotland,,2021-02-07,877513
Scotland,,2021-02-08,940379
Scotland,,2021-02-09,998435
Scotland,,2021-02-10,1061942
Scotland,,2021-02-11,1127191
Scotland,,2021-02-12,1187454
Scotland,,2021-02-13,1238055
Scotland,,2021-02-14,1269691
Scotland,,2021-02-15,1305141
Scotland,,2021-02-16,1340483
Scotland,,2021-02-17,1379135
Scotland,,2021-02-18,1415167
Scotland,,2021-02-19,1446116
Scotland,,2021-02-20,1467421
Scotland,,2021-02-21,1482830
Scotland,,2021-02-22,1508444
Scotland,,2021-02-23,1538198
Scotland,,2021-02-24,1572641
Scotland,,2021-02-25,1608269
Scotland,,2021-02-26,1642331
Scotland,,2021-02-27,1670207
Scotland,,2021-02-28,1690443
Scotland,,2021-03-01,1718806
Scotland,,2021-03-02,1754429
Scotland,,2021-03-03,1788666
Scotland,,2021-03-04,1825869
Scotland,,2021-03-05,1857950
Scotland,,2021-03-06,1875680
Scotland,,2021-03-07,1893391
Scotland,,2021-03-08,1913063
Scotland,,2021-03-09,1941918
Scotland,,2021-03-10,1967233
Scotland,,2021-03-11,1994045
Scotland,,2021-03-12,2023373
Scotland,,2021-03-13,2048735
Scotland,,2021-03-14,2070936
Scotland,,2021-03-15,2114399
Scotland,,2021-03-16,2163697
Scotland,,2021-03-17,2215102
Scotland,,2021-03-18,2267895
Scotland,,2021-03-19,2322052
Scotland,,2021-03-20,2365128
Scotland,,2021-03-21,2407496
Scotland,,2021-03-22,2450343
Scotland,,2021-03-23,2498864
Scotland,,2021-03-24,2548947
Scotland,,2021-03-25,2602646
Scotland,,2021-03-26,2653521
Scotland,,2021-03-27,2703375
Scotland,,2021-03-28,2742250
Scotland,,2021-03-29,2786178
Scotland,,2021-03-30,2837645
Scotland,,2021-03-31,2892389
Scotland,,2021-04-01,2930288
Scotland,,2021-04-02,2970830
Scotland,,2021-04-03,3004894
Scotland,,2021-04-04,3021654
Scotland,,2021-04-05,3041596
Scotland,,2021-04-06,3073171
Scotland,,2021-04-07,3109207
Scotland,,2021-04-08,3150389
Scotland,,2021-04-09,3195223
Scotland,,2021-04-10,3226453
Scotland,,2021-04-11,3258897
Scotland,,2021-04-12,3287832
Scotland,,2021-04-13,3329393
Scotland,,2021-04-14,3370666
Scotland,,2021-04-15,3410845
Scotland,,2021-04-16,3449101
Scotland,,2021-04-17,3482651
Scotland,,2021-04-18,3504809
Scotland,,2021-04-19,3547319
Scotland,,2021-04-20,3600230
Scotland,,2021-04-21,3653406
Scotland,,2021-04-22,3707609
Scotland,,2021-04-23,3757787
Scotland,,2021-04-24,3813545
Scotland,,2021-04-25,3842474
Scotland,,2021-04-26,3884852
Scotland,,2021-04-27,3932925
Scotland,,2021-04-28,3981439
Scotland,,2021-04-29,4027013
Scotland,,2021-04-30,4075205
Scotland,,2021-05-01,4115416
Scotland,,2021-05-02,4151554
Scotland,,2021-05-03,4181811
Scotland,,2021-05-04,4220716
Scotland,,2021-05-05,4260931
Scotland,,2021-05-06,4300841
Scotland,,2021-05-07,4334182
Scotland,,2021-05-08,4366271
Scotland,,2021-05-09,4394452
Scotland,,2021-05-10,4435576
Scotland,,2021-05-11,4475493
Scotland,,2021-05-12,4519508
Scotland,,2021-05-13,4561322
Scotland,,2021-05-14,4602858
Scotland,,2021-05-15,4641366
Scotland,,2021-05-16,4674326
Scotland,,2021-05-17,4714621
Scotland,,2021-05-18,4755771
Scotland,,2021-05-19,4805720
Scotland,,2021-05-20,4851291
Scotland,,2021-05-21,4896297
Scotland,,2021-05-22,4937749
Scotland,,2021-05-23,4974124
Scotland,,2021-05-24,5019580
Scotland,,2021-05-25,5069542
Scotland,,2021-05-26,5117092
Scotland,,2021-05-27,5167057
Scotland,,2021-05-28,5214179
Scotland,,2021-05-29,5257039
Scotland,,2021-05-30,5295391
Scotland,,2021-05-31,5342521
Scotland,,2021-06-01,5392438
Scotland,,2021-06-02,5443430
Scotland,,2021-06-03,5496575
Scotland,,2021-06-04,5548389
Scotland,,2021-06-05,5593272
Scotland,,2021-06-06,5637580
Scotland,,2021-06-07,5686069
Scotland,,2021-06-08,5736126
Scotland,,2021-06-09,5786398
Scotland,,2021-06-10,5834309
Scotland,,2021-06-11,5880078
Scotland,,2021-06-12,5923112
Scotland,,2021-06-13,5964502
Scotland,,2021-06-14,6001642
Scotland,,2021-06-15,6045097
Scotland,,2021-06-16,6087792
Scotland,,2021-06-17,6127441
Scotland,,2021-06-18,6166574
Scotland,,2021-06-19,6202226
Scotland,,2021-06-20,6234407
Scotland,,2021-06-21,6267324
Scotland,,2021-06-22,6299070
Scotland,,2021-06-23,6326836
Scotland,,2021-06-24,6357198
Scotland,,2021-06-25,6396928
Scotland,,2021-06-26,6426867
Scotland,,2021-06-27,6457154
Scotland,,2021-06-28,6483082
Scotland,,2021-06-29,6511704
Scotland,,2021-06-30,6538976
Scotland,,2021-07-01,6569117
Scotland,,2021-07-02,6593744
Scotland,,2021-07-03,6619740
Scotland,,2021-07-04,6643359
Scotland,,2021-07-05,6670529
Scotland,,2021-07-06,6699078
Scotland,,2021-07-07,6726750
Scotland,,2021-07-08,6755127
Scotland,,2021-07-09,6781255
Scotland,,2021-07-10,6805735
Scotland,,2021-07-11,6827679
Scotland,,2021-07-12,6845128
Scotland,,2021-07-13,6863350
Scotland,,2021-07-14,6883679
Scotland,,2021-07-15,6903704
Scotland,,2021-07-16,6924802
Scotland,,2021-07-17,6942076
Scotland,,2021-07-18,6960696
Scotland,,2021-07-19,6979519
Scotland,,2021-07-20,6997579
Scotland,,2021-07-21,7018198
Scotland,,2021-07-22,7037130
Scotland,,2021-07-23,7059324
Scotland,,2021-07-24,7076597
Scotland,,2021-07-25,7090729
Scotland,,2021-07-26,7109586
Scotland,,2021-07-27,7128593
Scotland,,2021-07-28,7150438
Scotland,,2021-07-29,7170239
Scotland,,2021-07-30,7189771
Scotland,,2021-07-31,7208959
Scotland,,2021-08-01,7227297
Scotland,,2021-08-02,7245543
Scotland,,2021-08-03,7265948
Scotland,,2021-08-04,7287390
Scotland,,2021-08-05,7306865
Scotland,,2021-08-06,7328239
Scotland,,2021-08-07,7348318
Scotland,,2021-08-08,7368883
Scotland,,2021-08-09,7387282
Scotland,,2021-08-10,7409944
Scotland,,2021-08-11,7433126
Scotland,,2021-08-12,7457001
Scotland,,2021-08-13,7481073
Scotland,,2021-08-14,7504743
Scotland,,2021-08-15,7526299
Scotland,,2021-08-16,7543875
Scotland,,2021-08-17,7564227
Scotland,,2021-08-18,7581479
Scotland,,2021-08-19,7598291
Scotland,,2021-08-20,7617263
Scotland,,2021-08-21,7636443
Scotland,,2021-08-22,7654740
Scotland,,2021-08-23,7672697
Scotland,,2021-08-24,7692323
Scotland,,2021-08-25,7709982
Scotland,,2021-08-26,7724945
Scotland,,2021-08-27,7738943
Scotland,,2021-08-28,7756598
Scotland,,2021-08-29,7771728
Scotland,,2021-08-30,7787169
Senegal,SEN,2021-02-22,0
Senegal,SEN,2021-02-23,82
Senegal,SEN,2021-02-24,4087
Senegal,SEN,2021-02-25,11749
Senegal,SEN,2021-02-26,21641
Senegal,SEN,2021-02-27,25653
Senegal,SEN,2021-02-28,27018
Senegal,SEN,2021-03-01,35299
Senegal,SEN,2021-03-02,39938
Senegal,SEN,2021-03-03,45638
Senegal,SEN,2021-03-04,52363
Senegal,SEN,2021-03-05,62060
Senegal,SEN,2021-03-06,64117
Senegal,SEN,2021-03-07,65037
Senegal,SEN,2021-03-08,66768
Senegal,SEN,2021-03-09,68017
Senegal,SEN,2021-03-10,68205
Senegal,SEN,2021-03-13,131186
Senegal,SEN,2021-03-14,131186
Senegal,SEN,2021-03-15,139118
Senegal,SEN,2021-03-16,144207
Senegal,SEN,2021-03-17,146208
Senegal,SEN,2021-03-18,148246
Senegal,SEN,2021-03-19,150857
Senegal,SEN,2021-03-20,159168
Senegal,SEN,2021-03-21,159168
Senegal,SEN,2021-03-22,169653
Senegal,SEN,2021-03-23,180463
Senegal,SEN,2021-03-24,197900
Senegal,SEN,2021-03-25,211323
Senegal,SEN,2021-03-26,225309
Senegal,SEN,2021-03-27,231723
Senegal,SEN,2021-03-29,234099
Senegal,SEN,2021-03-30,247750
Senegal,SEN,2021-03-31,260754
Senegal,SEN,2021-04-01,274942
Senegal,SEN,2021-04-02,288319
Senegal,SEN,2021-04-03,299178
Senegal,SEN,2021-04-04,302857
Senegal,SEN,2021-04-05,305364
Senegal,SEN,2021-04-06,308318
Senegal,SEN,2021-04-08,326910
Senegal,SEN,2021-04-09,334236
Senegal,SEN,2021-04-10,343222
Senegal,SEN,2021-04-11,349108
Senegal,SEN,2021-04-12,351372
Senegal,SEN,2021-04-13,362271
Senegal,SEN,2021-04-14,370037
Senegal,SEN,2021-04-15,376974
Senegal,SEN,2021-04-16,379900
Senegal,SEN,2021-04-17,380665
Senegal,SEN,2021-04-22,392439
Senegal,SEN,2021-04-23,395635
Senegal,SEN,2021-04-24,398109
Senegal,SEN,2021-04-25,398941
Senegal,SEN,2021-04-26,399915
Senegal,SEN,2021-04-27,403935
Senegal,SEN,2021-04-28,406981
Senegal,SEN,2021-04-29,410924
Senegal,SEN,2021-04-30,411343
Senegal,SEN,2021-05-01,413031
Senegal,SEN,2021-05-03,414229
Senegal,SEN,2021-05-04,416956
Senegal,SEN,2021-05-05,418828
Senegal,SEN,2021-05-06,421993
Senegal,SEN,2021-05-07,423451
Senegal,SEN,2021-05-08,427377
Senegal,SEN,2021-05-11,428147
Senegal,SEN,2021-05-12,431468
Senegal,SEN,2021-05-13,431916
Senegal,SEN,2021-05-21,506388
Senegal,SEN,2021-05-24,511286
Senegal,SEN,2021-05-26,513332
Senegal,SEN,2021-05-31,522575
Senegal,SEN,2021-06-08,537467
Senegal,SEN,2021-06-10,545915
Senegal,SEN,2021-06-14,625448
Senegal,SEN,2021-06-15,632648
Senegal,SEN,2021-06-28,664826
Senegal,SEN,2021-07-05,751129
Senegal,SEN,2021-07-12,816481
Senegal,SEN,2021-07-13,823610
Senegal,SEN,2021-07-19,870251
Senegal,SEN,2021-07-24,889854
Senegal,SEN,2021-07-26,906557
Senegal,SEN,2021-08-03,1204245
Senegal,SEN,2021-08-09,1360095
Senegal,SEN,2021-08-16,1451106
Senegal,SEN,2021-08-19,1690202
Senegal,SEN,2021-08-25,1712551
Serbia,SRB,2021-01-08,7000
Serbia,SRB,2021-01-10,9300
Serbia,SRB,2021-01-14,18136
Serbia,SRB,2021-01-20,44611
Serbia,SRB,2021-01-21,84832
Serbia,SRB,2021-01-22,119711
Serbia,SRB,2021-01-23,163355
Serbia,SRB,2021-01-24,217800
Serbia,SRB,2021-01-25,256521
Serbia,SRB,2021-01-26,319504
Serbia,SRB,2021-01-27,361830
Serbia,SRB,2021-01-28,401556
Serbia,SRB,2021-01-29,430759
Serbia,SRB,2021-01-30,437380
Serbia,SRB,2021-02-02,495964
Serbia,SRB,2021-02-03,513652
Serbia,SRB,2021-02-04,526930
Serbia,SRB,2021-02-05,538373
Serbia,SRB,2021-02-07,544209
Serbia,SRB,2021-02-10,640299
Serbia,SRB,2021-02-12,836287
Serbia,SRB,2021-02-14,987000
Serbia,SRB,2021-02-23,1300330
Serbia,SRB,2021-02-24,1343718
Serbia,SRB,2021-02-25,1375872
Serbia,SRB,2021-02-26,1393086
Serbia,SRB,2021-02-27,1433055
Serbia,SRB,2021-02-28,1436682
Serbia,SRB,2021-03-01,1470606
Serbia,SRB,2021-03-02,1501917
Serbia,SRB,2021-03-03,1535274
Serbia,SRB,2021-03-04,1576983
Serbia,SRB,2021-03-05,1618754
Serbia,SRB,2021-03-06,1650030
Serbia,SRB,2021-03-07,1651293
Serbia,SRB,2021-03-08,1704790
Serbia,SRB,2021-03-09,1750533
Serbia,SRB,2021-03-10,1792912
Serbia,SRB,2021-03-11,1827340
Serbia,SRB,2021-03-12,1897335
Serbia,SRB,2021-03-13,1957065
Serbia,SRB,2021-03-14,2007650
Serbia,SRB,2021-03-15,2040313
Serbia,SRB,2021-03-16,2052402
Serbia,SRB,2021-03-17,2077197
Serbia,SRB,2021-03-18,2112074
Serbia,SRB,2021-03-19,2161595
Serbia,SRB,2021-03-20,2163593
Serbia,SRB,2021-03-21,2169862
Serbia,SRB,2021-03-22,2178930
Serbia,SRB,2021-03-23,2206821
Serbia,SRB,2021-03-24,2241510
Serbia,SRB,2021-03-26,2282876
Serbia,SRB,2021-03-28,2323689
Serbia,SRB,2021-03-30,2420995
Serbia,SRB,2021-03-31,2444395
Serbia,SRB,2021-04-01,2488631
Serbia,SRB,2021-04-02,2521863
Serbia,SRB,2021-04-04,2567692
Serbia,SRB,2021-04-05,2593838
Serbia,SRB,2021-04-06,2625670
Serbia,SRB,2021-04-07,2687311
Serbia,SRB,2021-04-09,2836012
Serbia,SRB,2021-04-10,2882854
Serbia,SRB,2021-04-14,2982427
Serbia,SRB,2021-04-15,3020401
Serbia,SRB,2021-04-16,3041740
Serbia,SRB,2021-04-17,3055007
Serbia,SRB,2021-04-18,3068643
Serbia,SRB,2021-04-21,3136478
Serbia,SRB,2021-04-22,3176769
Serbia,SRB,2021-04-23,3192950
Serbia,SRB,2021-04-24,3253039
Serbia,SRB,2021-04-26,3274776
Serbia,SRB,2021-04-28,3410440
Serbia,SRB,2021-04-30,3514605
Serbia,SRB,2021-05-01,3525819
Serbia,SRB,2021-05-02,3526876
Serbia,SRB,2021-05-05,3692416
Serbia,SRB,2021-05-06,3715103
Serbia,SRB,2021-05-07,3757088
Serbia,SRB,2021-05-08,3786348
Serbia,SRB,2021-05-09,3798942
Serbia,SRB,2021-05-10,3826563
Serbia,SRB,2021-05-12,3915922
Serbia,SRB,2021-05-15,4021493
Serbia,SRB,2021-05-16,4038392
Serbia,SRB,2021-05-17,4076567
Serbia,SRB,2021-05-18,4128263
Serbia,SRB,2021-05-19,4184634
Serbia,SRB,2021-05-21,4242175
Serbia,SRB,2021-05-23,4270016
Serbia,SRB,2021-05-24,4312710
Serbia,SRB,2021-05-25,4354888
Serbia,SRB,2021-05-27,4437750
Serbia,SRB,2021-05-30,4552842
Serbia,SRB,2021-06-02,4668282
Serbia,SRB,2021-06-03,4720552
Serbia,SRB,2021-06-05,4770589
Serbia,SRB,2021-06-09,4882120
Serbia,SRB,2021-06-12,4955746
Serbia,SRB,2021-06-17,5070754
Serbia,SRB,2021-06-20,5146241
Serbia,SRB,2021-07-05,5318975
Serbia,SRB,2021-07-14,5409274
Serbia,SRB,2021-07-16,5425182
Serbia,SRB,2021-07-19,5443932
Serbia,SRB,2021-07-22,5469960
Serbia,SRB,2021-07-23,5479383
Serbia,SRB,2021-07-26,5487620
Serbia,SRB,2021-07-28,5505207
Serbia,SRB,2021-07-29,5514565
Serbia,SRB,2021-07-30,5530791
Serbia,SRB,2021-07-31,5536170
Serbia,SRB,2021-08-03,5547620
Serbia,SRB,2021-08-04,5554237
Serbia,SRB,2021-08-05,5562125
Serbia,SRB,2021-08-06,5568401
Serbia,SRB,2021-08-07,5576247
Serbia,SRB,2021-08-08,5583030
Serbia,SRB,2021-08-09,5592904
Serbia,SRB,2021-08-10,5600945
Serbia,SRB,2021-08-11,5609331
Serbia,SRB,2021-08-12,5617810
Serbia,SRB,2021-08-13,5626081
Serbia,SRB,2021-08-15,5632567
Serbia,SRB,2021-08-16,5640620
Serbia,SRB,2021-08-17,5649434
Serbia,SRB,2021-08-18,5656592
Serbia,SRB,2021-08-19,5670011
Serbia,SRB,2021-08-22,5704042
Serbia,SRB,2021-08-23,5728761
Serbia,SRB,2021-08-24,5754198
Serbia,SRB,2021-08-25,5779396
Serbia,SRB,2021-08-26,5805280
Serbia,SRB,2021-08-28,5845933
Serbia,SRB,2021-08-29,5851158
Serbia,SRB,2021-08-30,5882966
Seychelles,SYC,2021-01-09,0
Seychelles,SYC,2021-01-13,2000
Seychelles,SYC,2021-01-15,4000
Seychelles,SYC,2021-01-16,7000
Seychelles,SYC,2021-01-19,10976
Seychelles,SYC,2021-01-20,13163
Seychelles,SYC,2021-01-22,16890
Seychelles,SYC,2021-01-23,18353
Seychelles,SYC,2021-01-25,19889
Seychelles,SYC,2021-01-26,22712
Seychelles,SYC,2021-01-27,25587
Seychelles,SYC,2021-01-28,28779
