Entity,Code,Day,new_vaccinations_smoothed_per_million
Bulgaria,BGR,2021-04-04,0.1388
Bulgaria,BGR,2021-04-05,0.1336
Bulgaria,BGR,2021-04-06,0.1262
Bulgaria,BGR,2021-04-07,0.1264
Bulgaria,BGR,2021-04-08,0.1378
Bulgaria,BGR,2021-04-09,0.1436
Bulgaria,BGR,2021-04-10,0.1429
Bulgaria,BGR,2021-04-11,0.1431
Bulgaria,BGR,2021-04-12,0.1449
Bulgaria,BGR,2021-04-13,0.1468
Bulgaria,BGR,2021-04-14,0.149
Bulgaria,BGR,2021-04-15,0.1406
Bulgaria,BGR,2021-04-16,0.13820000000000002
Bulgaria,BGR,2021-04-17,0.137
Bulgaria,BGR,2021-04-18,0.1363
Bulgaria,BGR,2021-04-19,0.13570000000000002
Bulgaria,BGR,2021-04-20,0.1384
Bulgaria,BGR,2021-04-21,0.14730000000000001
Bulgaria,BGR,2021-04-22,0.16190000000000002
Bulgaria,BGR,2021-04-23,0.1715
Bulgaria,BGR,2021-04-24,0.1739
Bulgaria,BGR,2021-04-25,0.1757
Bulgaria,BGR,2021-04-26,0.1837
Bulgaria,BGR,2021-04-27,0.1938
Bulgaria,BGR,2021-04-28,0.2066
Bulgaria,BGR,2021-04-29,0.21680000000000002
Bulgaria,BGR,2021-04-30,0.2041
Bulgaria,BGR,2021-05-01,0.20720000000000002
Bulgaria,BGR,2021-05-02,0.21000000000000002
Bulgaria,BGR,2021-05-03,0.2058
Bulgaria,BGR,2021-05-04,0.1942
Bulgaria,BGR,2021-05-05,0.2089
Bulgaria,BGR,2021-05-06,0.168
Bulgaria,BGR,2021-05-07,0.2215
Bulgaria,BGR,2021-05-08,0.2303
Bulgaria,BGR,2021-05-09,0.23500000000000001
Bulgaria,BGR,2021-05-10,0.26930000000000004
Bulgaria,BGR,2021-05-11,0.32030000000000003
Bulgaria,BGR,2021-05-12,0.3286
Bulgaria,BGR,2021-05-13,0.392
Bulgaria,BGR,2021-05-14,0.3819
Bulgaria,BGR,2021-05-15,0.3748
Bulgaria,BGR,2021-05-16,0.37010000000000004
Bulgaria,BGR,2021-05-17,0.3551
Bulgaria,BGR,2021-05-18,0.3351
Bulgaria,BGR,2021-05-19,0.3224
Bulgaria,BGR,2021-05-20,0.315
Bulgaria,BGR,2021-05-21,0.29810000000000003
Bulgaria,BGR,2021-05-22,0.29760000000000003
Bulgaria,BGR,2021-05-23,0.2982
Bulgaria,BGR,2021-05-24,0.2711
Bulgaria,BGR,2021-05-25,0.252
Bulgaria,BGR,2021-05-26,0.23240000000000002
Bulgaria,BGR,2021-05-27,0.19920000000000002
Bulgaria,BGR,2021-05-28,0.1874
Bulgaria,BGR,2021-05-29,0.1889
Bulgaria,BGR,2021-05-30,0.1917
Bulgaria,BGR,2021-05-31,0.2073
Bulgaria,BGR,2021-06-01,0.2097
Bulgaria,BGR,2021-06-02,0.2121
Bulgaria,BGR,2021-06-03,0.2223
Bulgaria,BGR,2021-06-04,0.2273
Bulgaria,BGR,2021-06-05,0.225
Bulgaria,BGR,2021-06-06,0.22990000000000002
Bulgaria,BGR,2021-06-07,0.2338
Bulgaria,BGR,2021-06-08,0.24150000000000002
Bulgaria,BGR,2021-06-09,0.2456
Bulgaria,BGR,2021-06-10,0.2469
Bulgaria,BGR,2021-06-11,0.24430000000000002
Bulgaria,BGR,2021-06-12,0.2422
Bulgaria,BGR,2021-06-13,0.2336
Bulgaria,BGR,2021-06-14,0.2235
Bulgaria,BGR,2021-06-15,0.21050000000000002
Bulgaria,BGR,2021-06-16,0.19720000000000001
Bulgaria,BGR,2021-06-17,0.1857
Bulgaria,BGR,2021-06-18,0.1748
Bulgaria,BGR,2021-06-19,0.17250000000000001
Bulgaria,BGR,2021-06-20,0.17220000000000002
Bulgaria,BGR,2021-06-21,0.1699
Bulgaria,BGR,2021-06-22,0.1642
Bulgaria,BGR,2021-06-23,0.1565
Bulgaria,BGR,2021-06-24,0.1482
Bulgaria,BGR,2021-06-25,0.1421
Bulgaria,BGR,2021-06-26,0.1405
Bulgaria,BGR,2021-06-27,0.13970000000000002
Bulgaria,BGR,2021-06-28,0.1388
Bulgaria,BGR,2021-06-29,0.1385
Bulgaria,BGR,2021-06-30,0.13670000000000002
Bulgaria,BGR,2021-07-01,0.1327
Bulgaria,BGR,2021-07-02,0.1316
Bulgaria,BGR,2021-07-03,0.1326
Bulgaria,BGR,2021-07-04,0.13140000000000002
Bulgaria,BGR,2021-07-05,0.13090000000000002
Bulgaria,BGR,2021-07-06,0.1291
Bulgaria,BGR,2021-07-07,0.1287
Bulgaria,BGR,2021-07-08,0.12860000000000002
Bulgaria,BGR,2021-07-09,0.1283
Bulgaria,BGR,2021-07-10,0.12760000000000002
Bulgaria,BGR,2021-07-11,0.1274
Bulgaria,BGR,2021-07-12,0.1287
Bulgaria,BGR,2021-07-13,0.1221
Bulgaria,BGR,2021-07-14,0.11320000000000001
Bulgaria,BGR,2021-07-15,0.10540000000000001
Bulgaria,BGR,2021-07-16,0.09910000000000001
Bulgaria,BGR,2021-07-17,0.11
Bulgaria,BGR,2021-07-18,0.1233
Bulgaria,BGR,2021-07-19,0.1236
Bulgaria,BGR,2021-07-20,0.1236
Bulgaria,BGR,2021-07-21,0.1236
Bulgaria,BGR,2021-07-22,0.1236
Bulgaria,BGR,2021-07-23,0.1236
Bulgaria,BGR,2021-07-24,0.1236
Bulgaria,BGR,2021-07-25,0.1236
Bulgaria,BGR,2021-07-26,0.1236
Bulgaria,BGR,2021-07-27,0.1236
Bulgaria,BGR,2021-07-28,0.1328
Bulgaria,BGR,2021-07-29,0.1404
Bulgaria,BGR,2021-07-30,0.14550000000000002
Bulgaria,BGR,2021-07-31,0.13440000000000002
Bulgaria,BGR,2021-08-01,0.1213
Bulgaria,BGR,2021-08-02,0.1208
Bulgaria,BGR,2021-08-03,0.1288
Bulgaria,BGR,2021-08-04,0.12810000000000002
Bulgaria,BGR,2021-08-05,0.1288
Bulgaria,BGR,2021-08-06,0.1307
Bulgaria,BGR,2021-08-07,0.1308
Bulgaria,BGR,2021-08-08,0.1312
Bulgaria,BGR,2021-08-09,0.1326
Bulgaria,BGR,2021-08-10,0.1316
Bulgaria,BGR,2021-08-11,0.13090000000000002
Bulgaria,BGR,2021-08-12,0.1295
Bulgaria,BGR,2021-08-13,0.12660000000000002
Bulgaria,BGR,2021-08-14,0.12710000000000002
Bulgaria,BGR,2021-08-15,0.1268
Bulgaria,BGR,2021-08-16,0.12710000000000002
Bulgaria,BGR,2021-08-17,0.1277
Bulgaria,BGR,2021-08-18,0.1287
Bulgaria,BGR,2021-08-19,0.1293
Bulgaria,BGR,2021-08-20,0.132
Bulgaria,BGR,2021-08-21,0.13240000000000002
Bulgaria,BGR,2021-08-22,0.1328
Bulgaria,BGR,2021-08-23,0.13440000000000002
Bulgaria,BGR,2021-08-24,0.1375
Bulgaria,BGR,2021-08-25,0.1396
Bulgaria,BGR,2021-08-26,0.1423
Bulgaria,BGR,2021-08-27,0.1437
Bulgaria,BGR,2021-08-28,0.1442
Bulgaria,BGR,2021-08-29,0.14450000000000002
Bulgaria,BGR,2021-08-30,0.1456
Bulgaria,BGR,2021-08-31,0.1451
Bulgaria,BGR,2021-09-01,0.14150000000000001
Bulgaria,BGR,2021-09-02,0.1389
Bulgaria,BGR,2021-09-03,0.1383
Bulgaria,BGR,2021-09-04,0.13720000000000002
Bulgaria,BGR,2021-09-05,0.1364
Bulgaria,BGR,2021-09-06,0.1182
Bulgaria,BGR,2021-09-07,0.11380000000000001
Bulgaria,BGR,2021-09-08,0.11470000000000001
Bulgaria,BGR,2021-09-09,0.11410000000000001
Bulgaria,BGR,2021-09-10,0.11170000000000001
Bulgaria,BGR,2021-09-11,0.1111
Bulgaria,BGR,2021-09-12,0.1107
Burkina Faso,BFA,2021-06-03,0.0045000000000000005
Burkina Faso,BFA,2021-06-04,0.0045000000000000005
Burkina Faso,BFA,2021-06-05,0.0045000000000000005
Burkina Faso,BFA,2021-06-06,0.0045000000000000005
Burkina Faso,BFA,2021-06-07,0.0045000000000000005
Burkina Faso,BFA,2021-06-08,0.0045000000000000005
Burkina Faso,BFA,2021-06-09,0.0045000000000000005
Burkina Faso,BFA,2021-06-10,0.0045000000000000005
Burkina Faso,BFA,2021-06-11,0.0055000000000000005
Burkina Faso,BFA,2021-06-12,0.006500000000000001
Burkina Faso,BFA,2021-06-13,0.007500000000000001
Burkina Faso,BFA,2021-06-14,0.0085
Burkina Faso,BFA,2021-06-15,0.0082
Burkina Faso,BFA,2021-06-16,0.008
Burkina Faso,BFA,2021-06-17,0.0077
Burkina Faso,BFA,2021-06-18,0.006500000000000001
Burkina Faso,BFA,2021-06-19,0.005200000000000001
Burkina Faso,BFA,2021-06-20,0.0039000000000000003
Burkina Faso,BFA,2021-06-21,0.0027
Burkina Faso,BFA,2021-06-22,0.0027
Burkina Faso,BFA,2021-06-23,0.0027
Burkina Faso,BFA,2021-06-24,0.0027
Burkina Faso,BFA,2021-06-25,0.0027
Burkina Faso,BFA,2021-06-26,0.0027
Burkina Faso,BFA,2021-06-27,0.0027
Burkina Faso,BFA,2021-06-28,0.0027
Burkina Faso,BFA,2021-06-29,0.0027
Burkina Faso,BFA,2021-06-30,0.0027
Burkina Faso,BFA,2021-07-01,0.0027
Burkina Faso,BFA,2021-07-02,0.0027
Burkina Faso,BFA,2021-07-03,0.0027
Burkina Faso,BFA,2021-07-04,0.0027
Burkina Faso,BFA,2021-07-05,0.0027
Burkina Faso,BFA,2021-07-06,0.0027
Burkina Faso,BFA,2021-07-07,0.0027
Burkina Faso,BFA,2021-07-08,0.0027
Burkina Faso,BFA,2021-07-09,0.0027
Burkina Faso,BFA,2021-07-10,0.0027
Burkina Faso,BFA,2021-07-11,0.0027
Burkina Faso,BFA,2021-07-12,0.0027
Burkina Faso,BFA,2021-07-13,0.0024000000000000002
Burkina Faso,BFA,2021-07-14,0.0021000000000000003
Burkina Faso,BFA,2021-07-15,0.0019
Burkina Faso,BFA,2021-07-16,0.0016
Burkina Faso,BFA,2021-07-17,0.0013000000000000002
Burkina Faso,BFA,2021-07-18,0.001
Burkina Faso,BFA,2021-07-19,0.0007
Burkina Faso,BFA,2021-07-20,0.0007
Burkina Faso,BFA,2021-07-21,0.0007
Burkina Faso,BFA,2021-07-22,0.0007
Burkina Faso,BFA,2021-07-23,0.0007
Burkina Faso,BFA,2021-07-24,0.0007
Burkina Faso,BFA,2021-07-25,0.0007
Burkina Faso,BFA,2021-07-26,0.0007
Burkina Faso,BFA,2021-07-27,0.0007
Burkina Faso,BFA,2021-07-28,0.0007
Burkina Faso,BFA,2021-07-29,0.0007
Burkina Faso,BFA,2021-07-30,0.0007
Burkina Faso,BFA,2021-07-31,0.0007
Burkina Faso,BFA,2021-08-01,0.0007
Burkina Faso,BFA,2021-08-02,0.0007
Burkina Faso,BFA,2021-08-03,0.0007
Burkina Faso,BFA,2021-08-04,0.0007
Burkina Faso,BFA,2021-08-05,0.0007
Burkina Faso,BFA,2021-08-06,0.0007
Burkina Faso,BFA,2021-08-07,0.0007
Burkina Faso,BFA,2021-08-08,0.0007
Burkina Faso,BFA,2021-08-09,0.0007
Burkina Faso,BFA,2021-08-10,0.0038
Burkina Faso,BFA,2021-08-11,0.0068000000000000005
Burkina Faso,BFA,2021-08-12,0.0099
Burkina Faso,BFA,2021-08-13,0.0129
Burkina Faso,BFA,2021-08-14,0.0159
Burkina Faso,BFA,2021-08-15,0.019
Burkina Faso,BFA,2021-08-16,0.022000000000000002
Burkina Faso,BFA,2021-08-17,0.021400000000000002
Burkina Faso,BFA,2021-08-18,0.020900000000000002
Burkina Faso,BFA,2021-08-19,0.020300000000000002
Burkina Faso,BFA,2021-08-20,0.019700000000000002
Burkina Faso,BFA,2021-08-21,0.019200000000000002
Burkina Faso,BFA,2021-08-22,0.018600000000000002
Burkina Faso,BFA,2021-08-23,0.018000000000000002
Burkina Faso,BFA,2021-08-24,0.016300000000000002
Burkina Faso,BFA,2021-08-25,0.0146
Burkina Faso,BFA,2021-08-26,0.0128
Burkina Faso,BFA,2021-08-27,0.0111
Burkina Faso,BFA,2021-08-28,0.0094
Burkina Faso,BFA,2021-08-29,0.0076
Burkina Faso,BFA,2021-08-30,0.0059
Burkina Faso,BFA,2021-08-31,0.0059
Cambodia,KHM,2021-02-10,0.002
Cambodia,KHM,2021-02-11,0.0027
Cambodia,KHM,2021-02-12,0.0029000000000000002
Cambodia,KHM,2021-02-13,0.005
Cambodia,KHM,2021-02-14,0.006200000000000001
Cambodia,KHM,2021-02-15,0.007
Cambodia,KHM,2021-02-16,0.009300000000000001
Cambodia,KHM,2021-02-17,0.01
Cambodia,KHM,2021-02-18,0.0132
Cambodia,KHM,2021-02-19,0.017
Cambodia,KHM,2021-02-20,0.0182
Cambodia,KHM,2021-02-21,0.0193
Cambodia,KHM,2021-02-22,0.025500000000000002
Cambodia,KHM,2021-02-23,0.028200000000000003
Cambodia,KHM,2021-02-24,0.0356
Cambodia,KHM,2021-02-25,0.0368
Cambodia,KHM,2021-02-26,0.035500000000000004
Cambodia,KHM,2021-02-27,0.035300000000000005
Cambodia,KHM,2021-02-28,0.0351
Cambodia,KHM,2021-03-01,0.0419
Cambodia,KHM,2021-03-02,0.058800000000000005
Cambodia,KHM,2021-03-03,0.0684
Cambodia,KHM,2021-03-04,0.0767
Cambodia,KHM,2021-03-05,0.0876
Cambodia,KHM,2021-03-06,0.0945
Cambodia,KHM,2021-03-07,0.09720000000000001
Cambodia,KHM,2021-03-08,0.094
Cambodia,KHM,2021-03-09,0.09050000000000001
Cambodia,KHM,2021-03-10,0.0999
Cambodia,KHM,2021-03-11,0.11270000000000001
Cambodia,KHM,2021-03-12,0.1184
Cambodia,KHM,2021-03-13,0.125
Cambodia,KHM,2021-03-14,0.128
Cambodia,KHM,2021-03-15,0.12430000000000001
Cambodia,KHM,2021-03-16,0.1273
Cambodia,KHM,2021-03-17,0.1255
Cambodia,KHM,2021-03-18,0.1158
Cambodia,KHM,2021-03-19,0.1125
Cambodia,KHM,2021-03-20,0.109
Cambodia,KHM,2021-03-21,0.10700000000000001
Cambodia,KHM,2021-03-22,0.1092
Cambodia,KHM,2021-03-23,0.098
Cambodia,KHM,2021-03-24,0.0868
Cambodia,KHM,2021-03-25,0.0922
Cambodia,KHM,2021-03-26,0.09730000000000001
Cambodia,KHM,2021-03-27,0.1051
Cambodia,KHM,2021-03-28,0.1109
Cambodia,KHM,2021-03-29,0.11460000000000001
Cambodia,KHM,2021-03-30,0.117
Cambodia,KHM,2021-03-31,0.11800000000000001
Cambodia,KHM,2021-04-01,0.1182
Cambodia,KHM,2021-04-02,0.1383
Cambodia,KHM,2021-04-03,0.1655
Cambodia,KHM,2021-04-04,0.19770000000000001
Cambodia,KHM,2021-04-05,0.23170000000000002
Cambodia,KHM,2021-04-06,0.268
Cambodia,KHM,2021-04-07,0.3084
Cambodia,KHM,2021-04-08,0.3367
Cambodia,KHM,2021-04-09,0.38170000000000004
Cambodia,KHM,2021-04-10,0.38820000000000005
Cambodia,KHM,2021-04-11,0.3849
Cambodia,KHM,2021-04-12,0.40890000000000004
Cambodia,KHM,2021-04-13,0.42210000000000003
Cambodia,KHM,2021-04-14,0.3966
Cambodia,KHM,2021-04-15,0.3689
Cambodia,KHM,2021-04-16,0.31010000000000004
Cambodia,KHM,2021-04-17,0.2676
Cambodia,KHM,2021-04-18,0.2298
Cambodia,KHM,2021-04-19,0.2398
Cambodia,KHM,2021-04-20,0.22290000000000001
Cambodia,KHM,2021-04-21,0.2472
Cambodia,KHM,2021-04-22,0.2842
Cambodia,KHM,2021-04-23,0.3153
Cambodia,KHM,2021-04-24,0.3567
Cambodia,KHM,2021-04-25,0.3952
Cambodia,KHM,2021-04-26,0.35200000000000004
Cambodia,KHM,2021-04-27,0.3428
Cambodia,KHM,2021-04-28,0.3405
Cambodia,KHM,2021-04-29,0.3331
Cambodia,KHM,2021-04-30,0.3109
Cambodia,KHM,2021-05-01,0.3002
Cambodia,KHM,2021-05-02,0.3199
Cambodia,KHM,2021-05-03,0.334
Cambodia,KHM,2021-05-04,0.3588
Cambodia,KHM,2021-05-05,0.3622
Cambodia,KHM,2021-05-06,0.37560000000000004
Cambodia,KHM,2021-05-07,0.4053
Cambodia,KHM,2021-05-08,0.4147
Cambodia,KHM,2021-05-09,0.4025
Cambodia,KHM,2021-05-10,0.3987
Cambodia,KHM,2021-05-11,0.3864
Cambodia,KHM,2021-05-12,0.3881
Cambodia,KHM,2021-05-13,0.376
Cambodia,KHM,2021-05-14,0.3501
Cambodia,KHM,2021-05-15,0.32730000000000004
Cambodia,KHM,2021-05-16,0.3225
Cambodia,KHM,2021-05-17,0.329
Cambodia,KHM,2021-05-18,0.3496
Cambodia,KHM,2021-05-19,0.3663
Cambodia,KHM,2021-05-20,0.3861
Cambodia,KHM,2021-05-21,0.41540000000000005
Cambodia,KHM,2021-05-22,0.4656
Cambodia,KHM,2021-05-23,0.48260000000000003
Cambodia,KHM,2021-05-24,0.5014000000000001
Cambodia,KHM,2021-05-25,0.49660000000000004
Cambodia,KHM,2021-05-26,0.5138
Cambodia,KHM,2021-05-27,0.5302
Cambodia,KHM,2021-05-28,0.5525
Cambodia,KHM,2021-05-29,0.5657
Cambodia,KHM,2021-05-30,0.5807
Cambodia,KHM,2021-05-31,0.5780000000000001
Cambodia,KHM,2021-06-01,0.5613
Cambodia,KHM,2021-06-02,0.5147
Cambodia,KHM,2021-06-03,0.47450000000000003
Cambodia,KHM,2021-06-04,0.43010000000000004
Cambodia,KHM,2021-06-05,0.3845
Cambodia,KHM,2021-06-06,0.34550000000000003
Cambodia,KHM,2021-06-07,0.3004
Cambodia,KHM,2021-06-08,0.28190000000000004
Cambodia,KHM,2021-06-09,0.275
Cambodia,KHM,2021-06-10,0.2914
Cambodia,KHM,2021-06-11,0.32430000000000003
Cambodia,KHM,2021-06-12,0.36310000000000003
Cambodia,KHM,2021-06-13,0.41290000000000004
Cambodia,KHM,2021-06-14,0.47850000000000004
Cambodia,KHM,2021-06-15,0.5583
Cambodia,KHM,2021-06-16,0.6001000000000001
Cambodia,KHM,2021-06-17,0.5993
Cambodia,KHM,2021-06-18,0.5909
Cambodia,KHM,2021-06-19,0.5799000000000001
Cambodia,KHM,2021-06-20,0.5649000000000001
Cambodia,KHM,2021-06-21,0.5342
Cambodia,KHM,2021-06-22,0.5124000000000001
Cambodia,KHM,2021-06-23,0.5197
Cambodia,KHM,2021-06-24,0.5389
Cambodia,KHM,2021-06-25,0.5828
Cambodia,KHM,2021-06-26,0.6042000000000001
Cambodia,KHM,2021-06-27,0.622
Cambodia,KHM,2021-06-28,0.6631
Cambodia,KHM,2021-06-29,0.6894
Cambodia,KHM,2021-06-30,0.736
Cambodia,KHM,2021-07-01,0.784
Cambodia,KHM,2021-07-02,0.7939
Cambodia,KHM,2021-07-03,0.8102
Cambodia,KHM,2021-07-04,0.8243
Cambodia,KHM,2021-07-05,0.8190000000000001
Cambodia,KHM,2021-07-06,0.7904
Cambodia,KHM,2021-07-07,0.7507
Cambodia,KHM,2021-07-08,0.7282000000000001
Cambodia,KHM,2021-07-09,0.7283000000000001
Cambodia,KHM,2021-07-10,0.7332000000000001
Cambodia,KHM,2021-07-11,0.7468
Cambodia,KHM,2021-07-12,0.787
Cambodia,KHM,2021-07-13,0.8613000000000001
Cambodia,KHM,2021-07-14,0.9279000000000001
Cambodia,KHM,2021-07-15,0.9961000000000001
Cambodia,KHM,2021-07-16,1.0559
Cambodia,KHM,2021-07-17,1.1103
Cambodia,KHM,2021-07-18,1.1325
Cambodia,KHM,2021-07-19,1.1415
Cambodia,KHM,2021-07-20,1.1342
Cambodia,KHM,2021-07-21,1.1340000000000001
Cambodia,KHM,2021-07-22,1.1007
Cambodia,KHM,2021-07-23,1.0463
Cambodia,KHM,2021-07-24,1.0134
Cambodia,KHM,2021-07-25,0.9946
Cambodia,KHM,2021-07-26,0.9799
Cambodia,KHM,2021-07-27,0.9525
Cambodia,KHM,2021-07-28,0.9125000000000001
Cambodia,KHM,2021-07-29,0.8789
Cambodia,KHM,2021-07-30,0.8827
Cambodia,KHM,2021-07-31,0.8502000000000001
Cambodia,KHM,2021-08-01,0.8504
Cambodia,KHM,2021-08-02,0.883
Cambodia,KHM,2021-08-03,0.9407000000000001
Cambodia,KHM,2021-08-04,1.0069000000000001
Cambodia,KHM,2021-08-05,1.118
Cambodia,KHM,2021-08-06,1.206
Cambodia,KHM,2021-08-07,1.3429
Cambodia,KHM,2021-08-08,1.4476
Cambodia,KHM,2021-08-09,1.5448000000000002
Cambodia,KHM,2021-08-10,1.6103
Cambodia,KHM,2021-08-11,1.6820000000000002
Cambodia,KHM,2021-08-12,1.6929
Cambodia,KHM,2021-08-13,1.6683000000000001
Cambodia,KHM,2021-08-14,1.6360000000000001
Cambodia,KHM,2021-08-15,1.5931000000000002
Cambodia,KHM,2021-08-16,1.5159
Cambodia,KHM,2021-08-17,1.4584000000000001
Cambodia,KHM,2021-08-18,1.3949
Cambodia,KHM,2021-08-19,1.3423
Cambodia,KHM,2021-08-20,1.3117
Cambodia,KHM,2021-08-21,1.2896
Cambodia,KHM,2021-08-22,1.243
Cambodia,KHM,2021-08-23,1.2568000000000001
Cambodia,KHM,2021-08-24,1.2387000000000001
Cambodia,KHM,2021-08-25,1.2124000000000001
Cambodia,KHM,2021-08-26,1.1866
Cambodia,KHM,2021-08-27,1.1877
Cambodia,KHM,2021-08-28,1.1661000000000001
Cambodia,KHM,2021-08-29,1.1806
Cambodia,KHM,2021-08-30,1.1498000000000002
Cambodia,KHM,2021-08-31,1.1229
Cambodia,KHM,2021-09-01,1.0902
Cambodia,KHM,2021-09-02,1.0662
Cambodia,KHM,2021-09-03,1.0105
Cambodia,KHM,2021-09-04,1.0921
Cambodia,KHM,2021-09-05,1.0222
Cambodia,KHM,2021-09-06,0.9667
Cambodia,KHM,2021-09-07,0.9283
Cambodia,KHM,2021-09-08,0.8987
Cambodia,KHM,2021-09-09,0.868
Cambodia,KHM,2021-09-10,0.8585
Cambodia,KHM,2021-09-11,0.7097
Cambodia,KHM,2021-09-12,0.7068
Cameroon,CMR,2021-04-12,0.0015
Cameroon,CMR,2021-04-13,0.0019
Cameroon,CMR,2021-04-14,0.002
Cameroon,CMR,2021-04-15,0.0021000000000000003
Cameroon,CMR,2021-04-16,0.0021000000000000003
Cameroon,CMR,2021-04-17,0.0022
Cameroon,CMR,2021-04-18,0.0022
Cameroon,CMR,2021-04-19,0.0023
Cameroon,CMR,2021-04-20,0.0023
Cameroon,CMR,2021-04-21,0.0023
Cameroon,CMR,2021-04-22,0.0023
Cameroon,CMR,2021-04-23,0.0023
Cameroon,CMR,2021-04-24,0.0023
Cameroon,CMR,2021-04-25,0.0023
Cameroon,CMR,2021-04-26,0.0023
Cameroon,CMR,2021-04-27,0.0023
Cameroon,CMR,2021-04-28,0.0023
Cameroon,CMR,2021-04-29,0.0023
Cameroon,CMR,2021-04-30,0.0033
Cameroon,CMR,2021-05-01,0.0043
Cameroon,CMR,2021-05-02,0.0054
Cameroon,CMR,2021-05-03,0.0064
Cameroon,CMR,2021-05-04,0.0074
Cameroon,CMR,2021-05-05,0.008400000000000001
Cameroon,CMR,2021-05-06,0.0094
Cameroon,CMR,2021-05-07,0.0094
Cameroon,CMR,2021-05-08,0.0094
Cameroon,CMR,2021-05-09,0.0094
Cameroon,CMR,2021-05-10,0.0094
Cameroon,CMR,2021-05-11,0.0094
Cameroon,CMR,2021-05-12,0.0094
Cameroon,CMR,2021-05-13,0.008400000000000001
Cameroon,CMR,2021-05-14,0.0073
Cameroon,CMR,2021-05-15,0.006200000000000001
Cameroon,CMR,2021-05-16,0.0051
Cameroon,CMR,2021-05-17,0.0041
Cameroon,CMR,2021-05-18,0.003
Cameroon,CMR,2021-05-19,0.0021000000000000003
Cameroon,CMR,2021-05-20,0.0023
Cameroon,CMR,2021-05-21,0.0025
Cameroon,CMR,2021-05-22,0.0034000000000000002
Cameroon,CMR,2021-05-23,0.0043
Cameroon,CMR,2021-05-24,0.0053
Cameroon,CMR,2021-05-25,0.007
Cameroon,CMR,2021-05-26,0.0086
Cameroon,CMR,2021-05-27,0.009300000000000001
Cameroon,CMR,2021-05-28,0.0099
Cameroon,CMR,2021-05-29,0.0098
Cameroon,CMR,2021-05-30,0.0097
Cameroon,CMR,2021-05-31,0.009600000000000001
Cameroon,CMR,2021-06-01,0.0078000000000000005
Cameroon,CMR,2021-06-02,0.0061
Cameroon,CMR,2021-06-03,0.0054
Cameroon,CMR,2021-06-04,0.0046
Cameroon,CMR,2021-06-05,0.0039000000000000003
Cameroon,CMR,2021-06-06,0.0031000000000000003
Cameroon,CMR,2021-06-07,0.0024000000000000002
Cameroon,CMR,2021-06-08,0.0024000000000000002
Cameroon,CMR,2021-06-09,0.0036000000000000003
Cameroon,CMR,2021-06-10,0.0049
Cameroon,CMR,2021-06-11,0.0049
Cameroon,CMR,2021-06-12,0.0049
Cameroon,CMR,2021-06-13,0.0049
Cameroon,CMR,2021-06-14,0.0049
Cameroon,CMR,2021-06-15,0.0053
Cameroon,CMR,2021-06-16,0.0044
Cameroon,CMR,2021-06-17,0.0035
Cameroon,CMR,2021-06-18,0.0039000000000000003
Cameroon,CMR,2021-06-19,0.004200000000000001
Cameroon,CMR,2021-06-20,0.0046
Cameroon,CMR,2021-06-21,0.0049
Cameroon,CMR,2021-06-22,0.0049
Cameroon,CMR,2021-06-23,0.0048000000000000004
Cameroon,CMR,2021-06-24,0.0048000000000000004
Cameroon,CMR,2021-06-25,0.005200000000000001
Cameroon,CMR,2021-06-26,0.0055000000000000005
Cameroon,CMR,2021-06-27,0.0058000000000000005
Cameroon,CMR,2021-06-28,0.006200000000000001
Cameroon,CMR,2021-06-29,0.007500000000000001
Cameroon,CMR,2021-06-30,0.0089
Cameroon,CMR,2021-07-01,0.0102
Cameroon,CMR,2021-07-02,0.0112
Cameroon,CMR,2021-07-03,0.012100000000000001
Cameroon,CMR,2021-07-04,0.0131
Cameroon,CMR,2021-07-05,0.014100000000000001
Cameroon,CMR,2021-07-06,0.014100000000000001
Cameroon,CMR,2021-07-07,0.014100000000000001
Cameroon,CMR,2021-07-08,0.014100000000000001
Cameroon,CMR,2021-07-09,0.014100000000000001
Cameroon,CMR,2021-07-10,0.014100000000000001
Cameroon,CMR,2021-07-11,0.014100000000000001
Cameroon,CMR,2021-07-12,0.014100000000000001
Cameroon,CMR,2021-07-13,0.0233
Cameroon,CMR,2021-07-14,0.0325
Cameroon,CMR,2021-07-15,0.041800000000000004
Cameroon,CMR,2021-07-16,0.051000000000000004
Cameroon,CMR,2021-07-17,0.060200000000000004
Cameroon,CMR,2021-07-18,0.0695
Cameroon,CMR,2021-07-19,0.0787
Cameroon,CMR,2021-07-20,0.0679
Cameroon,CMR,2021-07-21,0.0572
Cameroon,CMR,2021-07-22,0.046400000000000004
Cameroon,CMR,2021-07-23,0.0357
Cameroon,CMR,2021-07-24,0.024900000000000002
Cameroon,CMR,2021-07-25,0.0172
Cameroon,CMR,2021-07-26,0.0094
Cameroon,CMR,2021-07-27,0.010100000000000001
Cameroon,CMR,2021-07-28,0.0108
Cameroon,CMR,2021-07-29,0.0115
Cameroon,CMR,2021-07-30,0.0122
Cameroon,CMR,2021-07-31,0.0129
Cameroon,CMR,2021-08-01,0.0106
Cameroon,CMR,2021-08-02,0.0082
Cameroon,CMR,2021-08-03,0.0082
Cameroon,CMR,2021-08-04,0.008700000000000001
Cameroon,CMR,2021-08-05,0.0091
Cameroon,CMR,2021-08-06,0.009600000000000001
Cameroon,CMR,2021-08-07,0.01
Cameroon,CMR,2021-08-08,0.010400000000000001
